GO_ID	pValues	interestCount	backgroundCount
GO:0010955	0.5756674533753028	1	12
GO:0070613	1.0	0	3
GO:0005759	0.999999999983711	4	468
GO:0070013	1.0	0	6
GO:0032886	0.5104787423462751	1	10
GO:0045600	0.28059727502192	4	39
GO:0045598	0.47422283438659296	1	9
GO:0006091	0.9537765755636486	1	43
GO:0016525	0.0905487668297135	10	90
GO:0045765	0.7200434112719593	2	36
GO:0050995	0.776985913544772	1	21
GO:0050994	1.0	0	3
GO:0045833	1.0	0	5
GO:0031981	0.0003652080290680462	10	41
GO:0042100	0.776985913544772	1	21
GO:0042113	0.6574709329934392	2	32
GO:0009113	0.3003092864980996	1	5
GO:0006144	1.0	0	4
GO:0009611	0.015340077055386037	9	57
GO:0045835	0.025938039705131852	2	4
GO:0005774	0.405438036467731	2	20
GO:0030141	0.9949035605427091	2	104
GO:0099503	1.0	0	11
GO:0031410	0.8508135077293717	21	370
GO:0097708	0.42991478497756974	2	21
GO:0043231	0.9599419966715677	1	45
GO:0030957	0.1479196627494554	2	10
GO:0061629	0.34554920982772147	15	192
GO:0030669	0.8695115516265446	3	70
GO:0030666	0.9027042465869597	3	76
GO:0030665	1.0	0	35
GO:0019003	0.988963286848089	1	63
GO:0032555	1.0	0	4
GO:0097367	1.0	0	10
GO:0000166	0.9878546537659777	3	115
GO:1901363	1.0	0	8
GO:0017076	1.0	0	5
GO:0019001	1.0	0	18
GO:0036122	0.0017732749707740506	6	20
GO:0016339	0.360260708125646	4	44
GO:0098609	0.0028675270095972626	26	211
GO:1990845	0.6575506730915142	1	15
GO:0060271	0.9999986085561685	2	228
GO:0120031	1.0	0	4
GO:0120036	1.0	0	3
GO:0030031	1.0	0	4
GO:0070925	1.0	0	6
GO:0044782	1.0	0	29
GO:0045089	0.7200434112719593	2	36
GO:0050778	0.20856510467425177	5	46
GO:0150011	0.059115952531713624	2	6
GO:0022604	1.0	0	11
GO:0046903	0.3003092864980996	1	5
GO:0014909	0.04127016152442236	2	5
GO:0010565	1.0	0	5
GO:0140467	0.8440205178320941	1	26
GO:0043065	0.269517647510874	22	276
GO:0043068	1.0	0	17
GO:0043067	1.0	0	8
GO:0042981	0.33039563659879867	19	245
GO:0010596	0.22724896579374929	3	24
GO:0010594	1.0	0	9
GO:0005243	0.8067002661134604	1	23
GO:0022829	0.004746245647016365	5	17
GO:0072676	0.01358885255864113	2	3
GO:0048842	0.3934631811564106	1	7
GO:0045773	0.6221957864493053	2	30
GO:0030516	0.5104787423462751	1	10
GO:0050772	1.0	0	20
GO:0050770	0.35505509587685286	2	18
GO:0050769	0.8200390438214065	1	24
GO:0030307	0.8393414813050709	4	84
GO:0045927	1.0	0	6
GO:0048639	1.0	0	4
GO:0048841	0.19286060605380606	1	3
GO:0050921	1.0	0	19
GO:0040017	1.0	0	3
GO:0002543	0.19286060605380606	1	3
GO:0030194	0.07980569487613094	3	15
GO:0050820	1.0	0	4
GO:0090303	0.17582575819055618	4	32
GO:0061041	0.3003092864980996	1	5
GO:0030193	0.47422283438659296	1	9
GO:0050878	0.025938039705131852	2	4
GO:0006654	0.17582575819055618	4	32
GO:0046474	0.5104787423462751	1	10
GO:0008654	1.0	0	24
GO:0090407	1.0	0	11
GO:0046473	1.0	0	7
GO:0016251	0.7403621107449132	3	55
GO:0031929	0.7427076829224035	1	19
GO:0048240	0.864808266812163	1	28
GO:0048469	1.0	0	10
GO:0061665	0.27699971708303567	2	15
GO:0019787	0.09338773253926848	3	16
GO:0019789	0.30352487113286764	3	28
GO:0036435	0.5104787423462751	1	10
GO:0031593	0.928986423724504	1	37
GO:1903432	0.544236266969702	1	11
GO:0032006	1.0	0	21
GO:0090091	0.2244868060751178	2	13
GO:1903055	1.0	0	4
GO:0031573	0.35505509587685286	2	18
GO:0000077	0.784425360381492	2	41
GO:0042770	1.0	0	19
GO:0006974	0.7865867726445366	19	321
GO:0006911	0.7923735919814672	1	22
GO:0010324	1.0	0	6
GO:0061024	1.0	0	32
GO:0043025	0.9907183822585273	15	364
GO:0044297	0.7766648932994994	5	93
GO:0005741	0.9999889429385276	3	230
GO:0019867	1.0	0	3
GO:0062197	0.24850146150336413	1	4
GO:0030426	0.9890013745233005	4	140
GO:0001669	0.9900993687189669	4	142
GO:0045879	0.32286774536934093	3	29
GO:0008589	0.3032300005892878	2	16
GO:0007585	0.544236266969702	1	11
GO:0045917	0.002939856976196116	3	5
GO:0007219	0.11047239970280993	6	48
GO:0098839	0.5517710402048333	8	116
GO:0099634	0.5604791806573788	3	42
GO:0097060	0.5077237456761066	5	68
GO:0042599	0.5104787423462751	1	10
GO:0043124	0.38152415881012236	7	86
GO:0043122	0.05450039420734019	6	40
GO:0030672	0.9993047196048155	2	135
GO:0030658	1.0	0	54
GO:0005314	0.3003092864980996	1	5
GO:0005313	0.6575506730915142	1	15
GO:0015172	1.0	0	4
GO:0015171	1.0	0	33
GO:0046943	1.0	0	4
GO:0015179	1.0	0	17
GO:0015501	0.3003092864980996	1	5
GO:0005283	1.0	0	8
GO:0015370	1.0	0	23
GO:0017153	1.0	0	3
GO:0005343	1.0	0	4
GO:0060392	0.8200390438214065	1	24
GO:0090101	0.24850146150336413	1	4
GO:0007144	0.059115952531713624	2	6
GO:0007127	0.43528378435773646	1	8
GO:0000280	1.0	0	6
GO:0007143	1.0	0	6
GO:0002009	0.007179057151092286	8	42
GO:0010810	0.020035469917980667	3	9
GO:2000660	0.5756674533753028	1	12
GO:0001960	0.604932507316985	1	13
GO:0060761	1.0	0	6
GO:0016241	0.9208965774025335	2	59
GO:0010506	0.9928203138031753	1	69
GO:0004601	0.6035302344335435	2	29
GO:0016209	1.0	0	19
GO:0016684	1.0	0	6
GO:0005078	0.19849321650809154	2	12
GO:0035591	0.4503330026439728	7	92
GO:0005198	0.8573197936661385	12	225
GO:0140078	0.1479196627494554	2	10
GO:0003906	0.19849321650809154	2	12
GO:0004520	1.0	0	27
GO:0004536	1.0	0	7
GO:0004518	0.38046460717169645	2	19
GO:0004519	0.5641278200212558	2	27
GO:0016829	1.0	0	12
GO:0035631	0.005007221686309883	4	11
GO:0031509	0.1479196627494554	2	10
GO:0140719	0.07905658610117396	2	7
GO:0031507	0.5918336241757007	7	105
GO:0045814	0.05450039420734019	6	40
GO:0040029	0.15607865532800158	6	53
GO:0006338	0.2132678262926502	26	319
GO:0005921	0.30352487113286764	3	28
GO:0006924	0.19286060605380606	1	3
GO:0070231	1.0	0	6
GO:0071887	1.0	0	3
GO:0006915	0.1426062981252594	23	263
GO:0012501	0.10784166881216065	3	17
GO:0008219	1.0	0	7
GO:0032526	0.28059727502192	4	39
GO:0033993	0.2507071807887816	2	14
GO:1904894	0.5104787423462751	1	10
GO:0043113	0.42991478497756974	2	21
GO:0015271	0.7604587169463339	1	20
GO:0005249	0.9904368374242876	1	65
GO:0022843	1.0	0	9
GO:0005261	0.9569694869515843	1	44
GO:0005244	1.0	0	12
GO:0022832	1.0	0	5
GO:0022836	1.0	0	5
GO:0005267	0.9427060061562016	1	40
GO:0034497	0.6811720512583292	1	16
GO:0002252	1.0	0	4
GO:0035050	0.27699971708303567	2	15
GO:0086083	0.3003092864980996	1	5
GO:0086080	1.0	0	5
GO:0007155	4.49249598915303e-05	51	416
GO:0006882	0.08151348262706054	5	34
GO:0098771	0.19286060605380606	1	3
GO:0030003	0.38046460717169645	2	19
GO:0006873	1.0	0	4
GO:0050801	0.34854795329137683	1	6
GO:0055080	0.19286060605380606	1	3
GO:1904717	0.24850146150336413	1	4
GO:1905475	1.0	0	4
GO:0005783	0.999999980958586	41	1210
GO:0043507	0.34854795329137683	1	6
GO:0043406	0.4538446663741743	2	22
GO:0071902	0.5756674533753028	1	12
GO:0043405	0.544236266969702	1	11
GO:0043410	0.6058213922933481	12	182
GO:0043408	0.9427060061562016	1	40
GO:1902533	0.7956226693676979	2	42
GO:0006607	0.7427076829224035	1	19
GO:0140852	1.0	0	3
GO:0061630	2.041140674213859e-20	82	386
GO:0061014	0.07980569487613094	3	15
GO:0000137	0.8547856215940495	1	27
GO:0031985	1.0	0	10
GO:0042730	0.05552847388944662	3	13
GO:0030195	0.00019664136465441257	6	14
GO:0045165	0.01827515108281253	7	40
GO:0008277	0.9569694869515843	1	44
GO:0045745	0.6811720512583292	1	16
GO:1900028	0.3934631811564106	1	7
GO:0071294	0.8200390438214065	1	24
GO:0071248	1.0	0	3
GO:0010038	0.27699971708303567	2	15
GO:0010043	1.0	0	25
GO:1900273	0.8200390438214065	1	24
GO:0050806	0.27699971708303567	2	15
GO:0050804	0.2432010418150051	10	112
GO:1900271	0.10071895874712865	2	8
GO:0048167	0.9112392651467124	2	57
GO:0030947	0.002939856976196116	3	5
GO:0003341	0.9872628745709574	1	61
GO:0010613	0.776985913544772	1	21
GO:0015701	0.6740949721469711	2	33
GO:0072282	0.19286060605380606	1	3
GO:0060562	0.3003092864980996	1	5
GO:0061333	1.0	0	4
GO:0140416	0.967683983616045	1	48
GO:0007250	0.00019664136465441257	6	14
GO:1990904	0.8729742441721757	8	161
GO:0007411	0.0013707001495508293	21	149
GO:0098780	0.059115952531713624	2	6
GO:0050679	0.20856510467425177	5	46
GO:0050678	0.10071895874712865	2	8
GO:0045066	0.43528378435773646	1	8
GO:0030217	0.17582575819055618	4	32
GO:0030098	0.24850146150336413	1	4
GO:0002521	1.0	0	4
GO:0097228	0.9933169093723557	1	70
GO:0047693	0.01358885255864113	2	3
GO:0048845	0.025938039705131852	2	4
GO:0008305	0.0003390429414503855	8	27
GO:0099094	0.19286060605380606	1	3
GO:0015276	1.0	0	34
GO:0022834	1.0	0	4
GO:0006828	0.3934631811564106	1	7
GO:0006311	0.19286060605380606	1	3
GO:0035825	0.1729089256242666	3	21
GO:0006310	0.8605088908039666	2	49
GO:0045602	0.3003092864980996	1	5
GO:0043130	0.6361514192885975	6	94
GO:0048247	0.47422283438659296	1	9
GO:0002366	1.0	0	5
GO:0017136	0.3003092864980996	1	5
GO:0034979	0.34854795329137683	1	6
GO:0004407	1.0	0	18
GO:0033558	1.0	0	13
GO:0019213	1.0	0	10
GO:0048538	0.6575506730915142	1	15
GO:0070309	0.34854795329137683	1	6
GO:0000902	0.5306650865823384	4	55
GO:0072344	0.21916118597741044	4	35
GO:0032790	0.7427076829224035	1	19
GO:1903008	1.0	0	4
GO:0006414	1.0	0	18
GO:0005109	0.9466630223005693	1	41
GO:0001664	1.0	0	67
GO:0043249	0.3003092864980996	1	5
GO:0030163	0.8684184820588494	5	107
GO:0031463	0.7197738687501432	4	70
GO:0031461	1.0	0	16
GO:0000151	0.008458010908952453	15	110
GO:0014824	0.3003092864980996	1	5
GO:0006939	1.0	0	15
GO:0014829	1.0	0	6
GO:0042310	0.2244868060751178	2	13
GO:0097746	1.0	0	20
GO:0001734	0.3003092864980996	1	5
GO:0008757	0.26495002329994455	4	38
GO:0008168	0.9585552195297165	2	70
GO:0008173	0.5433950275908229	2	26
GO:0043200	0.7236422578828927	1	18
GO:0004888	0.05531060250751867	28	296
GO:0038023	0.018012791338388647	32	315
GO:0005675	0.544236266969702	1	11
GO:0019908	1.0	0	3
GO:0000307	0.8605088908039666	2	49
GO:0050688	0.3003092864980996	1	5
GO:0005680	0.7923735919814672	1	22
GO:0000152	1.0	0	6
GO:0052629	0.5756674533753028	1	12
GO:0106018	0.19286060605380606	1	3
GO:0052866	1.0	0	5
GO:0016791	0.8459536899910431	4	85
GO:0016788	1.0	0	35
GO:0010989	0.0033689372411916728	4	10
GO:2000635	0.19286060605380606	1	3
GO:0060965	1.0	0	3
GO:0060964	1.0	0	8
GO:0048266	0.604932507316985	1	13
GO:0048265	1.0	0	11
GO:0033555	0.43528378435773646	1	8
GO:0060544	0.06716455779313547	3	14
GO:0072540	0.5104787423462751	1	10
GO:0071006	0.9917137739782906	1	67
GO:0005684	0.6221957864493053	2	30
GO:0005681	0.9960255032941165	4	159
GO:0061662	0.19286060605380606	1	3
GO:0042296	1.0	0	4
GO:0007220	0.43528378435773646	1	8
GO:0017020	0.34854795329137683	1	6
GO:0019888	0.9652855773905438	1	47
GO:0019208	1.0	0	6
GO:0032183	0.544236266969702	1	11
GO:0005826	0.24850146150336413	1	4
GO:0070938	1.0	0	7
GO:0002821	1.0	0	8
GO:0002819	1.0	0	9
GO:0050727	0.18253531671541048	9	92
GO:0002673	1.0	0	5
GO:0050729	0.9525715755535626	4	111
GO:0002675	0.1479196627494554	2	10
GO:0033108	0.24850146150336413	1	4
GO:0065003	0.9137553372099525	6	136
GO:0043933	1.0	0	4
GO:0009953	0.0448404525960376	4	20
GO:0030279	0.8200390438214065	1	24
GO:0030278	1.0	0	4
GO:0006887	0.9891781078205024	2	92
GO:0016192	0.4269607911538504	21	288
GO:0032940	0.10071895874712865	2	8
GO:0046975	0.12377138412688521	2	9
GO:0140938	0.05247265080608215	4	21
GO:0042054	0.0013303649395595826	9	40
GO:0016279	0.015055928278087952	6	30
GO:0098903	1.0	0	3
GO:0098900	0.19286060605380606	1	3
GO:0060306	1.0	0	13
GO:0003214	0.1479196627494554	2	10
GO:0003208	0.07905658610117396	2	7
GO:0140639	0.5104787423462751	1	10
GO:0048232	0.24850146150336413	1	4
GO:0007276	1.0	0	15
GO:0015149	0.19286060605380606	1	3
GO:0051119	1.0	0	4
GO:0005863	0.19286060605380606	1	3
GO:0032982	1.0	0	17
GO:0002639	0.8547856215940495	1	27
GO:2000669	0.07905658610117396	2	7
GO:0043066	0.4720383426383336	33	468
GO:0043069	1.0	0	23
GO:0090307	0.9537765755636486	1	43
GO:0007052	0.989726428083177	1	64
GO:0007051	0.7236422578828927	1	18
GO:0051225	1.0	0	36
GO:0140694	0.7031651933270016	1	17
GO:0001727	0.059115952531713624	2	6
GO:0019985	0.12309523642132279	3	18
GO:0006301	1.0	0	12
GO:0071897	0.8200390438214065	1	24
GO:0003129	0.43528378435773646	1	8
GO:0048663	0.544236266969702	1	11
GO:0000381	0.8630942223604132	3	69
GO:0048024	1.0	0	27
GO:0043484	0.3131359551256006	7	80
GO:0060414	0.24850146150336413	1	4
GO:0060415	1.0	0	3
GO:0048729	1.0	0	3
GO:0000139	0.9999834107629217	25	724
GO:0005776	0.3700381483227743	7	85
GO:0005773	0.4999083788306975	2	24
GO:0002686	0.3003092864980996	1	5
GO:0048495	0.059115952531713624	2	6
GO:0006298	0.8828273436859545	1	30
GO:0006281	0.6125821164770051	14	213
GO:0042288	0.7031651933270016	1	17
GO:0042287	1.0	0	12
GO:0002315	0.5104787423462751	1	10
GO:0002313	1.0	0	4
GO:0002312	1.0	0	16
GO:0030183	0.14165709771581655	7	63
GO:0071277	0.5466693563967093	5	71
GO:0051592	0.967683983616045	1	48
GO:0035023	0.8984462670669936	1	32
GO:0051056	0.9885202394054861	3	116
GO:0042542	0.5433950275908229	2	26
GO:0000302	1.0	0	16
GO:0006979	0.9159766566938423	7	155
GO:0005545	0.6321806093576154	1	14
GO:0005543	0.9993047196048155	2	135
GO:0032897	0.34854795329137683	1	6
GO:0046972	0.24850146150336413	1	4
GO:0010485	0.544236266969702	1	11
GO:0002160	0.01358885255864113	2	3
GO:0072162	0.3003092864980996	1	5
GO:0048762	0.020035469917980667	3	9
GO:1990859	0.1479196627494554	2	10
GO:0021915	0.1390742498706813	3	19
GO:1901222	0.3934631811564106	1	7
GO:0043277	0.32928177815957166	2	17
GO:0006909	0.11047239970280993	6	48
GO:0006897	0.5009292729563964	8	111
GO:0034136	0.34854795329137683	1	6
GO:0046965	0.6811720512583292	1	16
GO:0042974	1.0	0	16
GO:0016922	0.607981407999463	3	45
GO:1990405	0.43528378435773646	1	8
GO:0003823	0.9995877160904681	2	143
GO:2000147	0.38046460717169645	2	19
GO:0003689	0.12377138412688521	2	9
GO:0046325	0.5756674533753028	1	12
GO:0010829	1.0	0	5
GO:0010827	1.0	0	4
GO:0034763	0.19286060605380606	1	3
GO:0051051	1.0	0	14
GO:0046324	1.0	0	6
GO:0150076	1.0	0	7
GO:0006954	0.9041980593130796	14	273
GO:0007398	0.34854795329137683	1	6
GO:0034341	0.8063019602783947	2	43
GO:0060231	0.43528378435773646	1	8
GO:0030855	0.020456510622174465	12	90
GO:0014911	0.06716455779313547	3	14
GO:0014910	0.3003092864980996	1	5
GO:0005024	0.12377138412688521	2	9
GO:0004675	0.05552847388944662	3	13
GO:0004674	0.9978743517981411	14	384
GO:0070182	0.8067002661134604	1	23
GO:0043161	0.09320742703799587	31	351
GO:0010498	0.9863168903752411	1	60
GO:0006511	0.0004101943525680499	31	236
GO:0046058	0.24850146150336413	1	4
GO:0090027	0.34854795329137683	1	6
GO:0050922	1.0	0	3
GO:0050766	0.24717569302683676	5	49
GO:0045807	0.38046460717169645	2	19
GO:0030100	0.7340971298003891	2	37
GO:0050764	1.0	0	9
GO:1904781	0.3934631811564106	1	7
GO:1904779	1.0	0	3
GO:1903829	0.5219841200953089	2	25
GO:0005652	0.604932507316985	1	13
GO:0038027	0.3003092864980996	1	5
GO:0045178	0.3032300005892878	2	16
GO:1904385	0.6575506730915142	1	15
GO:1990776	1.0	0	10
GO:0002931	0.6657729435104058	3	49
GO:0030072	0.01358885255864113	2	3
GO:0035727	0.43528378435773646	1	8
GO:0014850	0.8067002661134604	1	23
GO:0014823	0.509650221322878	3	39
GO:0002244	0.12309523642132279	3	18
GO:0035502	0.24850146150336413	1	4
GO:0035115	0.027178269636604517	3	10
GO:0031638	5.000531832969981e-05	10	33
GO:0048168	0.8067002661134604	1	23
GO:0051028	0.2244868060751178	2	13
GO:0050658	1.0	0	10
GO:0031642	0.34854795329137683	1	6
GO:0031641	0.604932507316985	1	13
GO:0031644	1.0	0	3
GO:0043254	0.405438036467731	2	20
GO:0035356	0.5104787423462751	1	10
GO:0030332	0.3807202922782393	3	32
GO:0140150	0.0009411452061583984	8	31
GO:0033553	0.3003092864980996	1	5
GO:0000792	0.17631302173122235	6	55
GO:0000785	0.2405120836062992	87	1170
GO:0045840	0.4999083788306975	2	24
GO:1990428	0.19286060605380606	1	3
GO:0032693	0.03157383076634974	4	18
GO:0007249	0.17216930552983964	5	43
GO:0006836	0.971995445735849	1	50
GO:0032486	0.6575506730915142	1	15
GO:0007264	0.7628180296024631	6	108
GO:0015855	0.025938039705131852	2	4
GO:0005898	0.19286060605380606	1	3
GO:0140941	0.04127016152442236	2	5
GO:0043995	0.005007221686309883	4	11
GO:0031369	0.7923735919814672	1	22
GO:0005602	0.3003092864980996	1	5
GO:0031640	0.6312362721518661	5	78
GO:0051059	0.6574709329934392	2	32
GO:0071333	0.18681015478989155	6	56
GO:0009749	0.9652855773905438	1	47
GO:0009743	1.0	0	7
GO:0001678	0.6221957864493053	2	30
GO:0042593	0.8909916121973408	4	93
GO:0043296	0.890915787877195	1	31
GO:0045668	0.29638122349016605	4	40
GO:0045667	0.05552847388944662	3	13
GO:0043998	0.19286060605380606	1	3
GO:0005769	0.9668209501902086	15	326
GO:0005768	0.9935101037619677	14	355
GO:1990841	0.10471368670027216	9	81
GO:0003682	0.29588782562604976	37	488
GO:0045120	0.43528378435773646	1	8
GO:0005634	3.1282444149458436e-86	789	6498
GO:0050779	0.19286060605380606	1	3
GO:0005637	0.906005715271976	2	56
GO:0031965	0.8957828437085922	11	219
GO:0034472	1.0	0	16
GO:0016180	0.7427076829224035	1	19
GO:0031123	0.19849321650809154	2	12
GO:0072006	0.43528378435773646	1	8
GO:0000425	0.6811720512583292	1	16
GO:0050850	0.8984462670669936	1	32
GO:0050848	1.0	0	12
GO:0035869	0.9757320566480576	1	52
GO:0031054	0.6321806093576154	1	14
GO:0035196	0.12309523642132279	3	18
GO:0090263	0.9750249191813108	3	102
GO:0060828	0.18993995392368943	4	33
GO:0030177	0.3282323778236946	4	42
GO:0015630	0.9990850625182264	5	210
GO:0005856	0.9999752702516114	30	812
GO:0098639	0.3003092864980996	1	5
GO:0005518	0.4538640773271789	5	64
GO:0044877	0.7959714884356955	20	339
GO:0007623	0.005580032408691604	12	76
GO:0070573	0.47422283438659296	1	9
GO:0016805	0.17290349611200884	2	11
GO:0008238	1.0	0	8
GO:0008233	0.0406076637968514	15	133
GO:0008235	1.0	0	13
GO:0008237	3.9838262691430075e-10	28	106
GO:0004623	0.9237191455103387	1	36
GO:0004620	0.8984462670669936	1	32
GO:0016298	0.8440205178320941	1	26
GO:0052689	0.8741396251113995	1	29
GO:0060252	0.6321806093576154	1	14
GO:0140046	0.34854795329137683	1	6
GO:0140008	1.0	0	4
GO:0045963	0.19286060605380606	1	3
GO:0042053	1.0	0	5
GO:0042531	0.890915787877195	1	31
GO:0050730	0.025938039705131852	2	4
GO:0050731	1.0	0	15
GO:0002394	0.24850146150336413	1	4
GO:0002250	0.9444094326263698	3	87
GO:0006955	0.9924092410157963	24	534
GO:0002385	1.0	0	6
GO:0019731	0.759391052136557	4	74
GO:0019730	1.0	0	12
GO:0006959	0.8525604847919845	2	48
GO:0140546	1.0	0	4
GO:0035666	0.17290349611200884	2	11
GO:0002224	0.5841742007049777	2	28
GO:0002221	1.0	0	19
GO:0002757	1.0	0	5
GO:0002764	1.0	0	3
GO:0002218	0.9237191455103387	1	36
GO:0030368	0.34854795329137683	1	6
GO:0004896	0.4552779227167461	4	50
GO:0140375	0.890915787877195	1	31
GO:0005811	0.9763526691846054	3	103
GO:0071391	0.12309523642132279	3	18
GO:0043627	0.03307697670519823	7	45
GO:0034638	0.604932507316985	1	13
GO:0046475	0.6575506730915142	1	15
GO:0009395	0.32928177815957166	2	17
GO:0046470	1.0	0	22
GO:0038191	0.0006771160929886524	6	17
GO:2000311	0.5756674533753028	1	12
GO:0099601	1.0	0	4
GO:0010469	1.0	0	4
GO:0050795	0.5756674533753028	1	12
GO:0000932	0.4842551235004459	7	95
GO:0036464	0.994209498046531	1	72
GO:0035970	0.43528378435773646	1	8
GO:0006470	0.9922868471499767	1	68
GO:0000976	3.3609573405584845e-25	80	315
GO:0019082	0.3615114297075189	3	31
GO:0017108	0.3934631811564106	1	7
GO:0042826	0.5534770815985113	9	131
GO:0034112	0.3934631811564106	1	7
GO:0022409	0.27699971708303567	2	15
GO:0045785	0.5451269503176883	4	56
GO:0045727	0.9632266345327842	2	72
GO:0006417	0.40815189799460666	4	47
GO:0004722	0.9689722102903353	3	98
GO:0004721	0.9408853890375448	2	64
GO:0000775	0.8756568761714336	4	90
GO:0071470	0.5756674533753028	1	12
GO:0006970	1.0	0	9
GO:0045830	0.17290349611200884	2	11
GO:0045191	1.0	0	3
GO:0050864	1.0	0	6
GO:0000018	1.0	0	5
GO:0050871	1.0	0	8
GO:0051251	0.19286060605380606	1	3
GO:0050867	1.0	0	4
GO:0002891	1.0	0	3
GO:0070169	0.24850146150336413	1	4
GO:1903753	0.43528378435773646	1	8
GO:0043409	0.9739305639848749	1	51
GO:1900744	0.3003092864980996	1	5
GO:0021549	0.9054572450332443	1	33
GO:0050681	0.2650532301491419	3	26
GO:0061891	0.8067002661134604	1	23
GO:0140299	1.0	0	5
GO:0060070	0.14385233567591296	8	75
GO:0016055	0.9442602302521028	2	65
GO:0071806	0.5104787423462751	1	10
GO:0051219	0.9427060061562016	1	40
GO:0060455	0.19286060605380606	1	3
GO:0051046	1.0	0	7
GO:0051048	0.19286060605380606	1	3
GO:0038195	0.01358885255864113	2	3
GO:0033630	0.2507071807887816	2	14
GO:0033628	0.3934631811564106	1	7
GO:0000149	0.9560111147324829	2	69
GO:0034755	0.17290349611200884	2	11
GO:0006826	1.0	0	14
GO:0141119	0.19286060605380606	1	3
GO:0004879	0.7048669113343303	3	52
GO:0000981	2.6981450841469554e-178	404	1236
GO:0098531	1.0	0	3
GO:0003700	5.918979343619546e-35	150	731
GO:0050750	0.8440205178320941	1	26
GO:0070325	1.0	0	3
GO:0000727	0.5756674533753028	1	12
GO:0000724	0.7217791490034771	6	103
GO:0006302	0.9350775116252775	3	84
GO:0000725	1.0	0	6
GO:0050687	0.544236266969702	1	11
GO:0055007	0.35505509587685286	2	18
GO:0051146	1.0	0	7
GO:0042692	0.6575506730915142	1	15
GO:0038158	0.3003092864980996	1	5
GO:0019221	0.463590255835803	10	136
GO:0000183	0.3934631811564106	1	7
GO:0140718	0.34854795329137683	1	6
GO:0030889	0.17290349611200884	2	11
GO:0050869	0.3934631811564106	1	7
GO:0030888	0.1479196627494554	2	10
GO:0002532	0.04127016152442236	2	5
GO:1905869	0.19286060605380606	1	3
GO:0006583	0.24850146150336413	1	4
GO:0042438	0.10071895874712865	2	8
GO:0019748	1.0	0	4
GO:0034644	0.3762706269172396	4	45
GO:0071482	1.0	0	14
GO:0009314	1.0	0	14
GO:0009416	1.0	0	19
GO:0009411	0.509650221322878	3	39
GO:0031053	0.2507071807887816	2	14
GO:0005847	0.4771867610776184	2	23
GO:0005849	1.0	0	10
GO:0072050	0.24850146150336413	1	4
GO:0031462	0.9699167980496299	1	49
GO:0070192	0.24850146150336413	1	4
GO:0051276	0.9054572450332443	1	33
GO:1900017	0.6401740179487392	2	31
GO:1900015	1.0	0	7
GO:1905477	0.12377138412688521	2	9
GO:0004535	0.604932507316985	1	13
GO:0000175	1.0	0	30
GO:0008408	1.0	0	16
GO:0004527	0.06716455779313547	3	14
GO:0004532	1.0	0	5
GO:0004540	1.0	0	26
GO:0005254	0.971995445735849	1	50
GO:0015108	1.0	0	22
GO:0008509	0.544236266969702	1	11
GO:0005253	0.5104787423462751	1	10
GO:0015889	0.5104787423462751	1	10
GO:0051180	1.0	0	10
GO:0090181	0.05552847388944662	3	13
GO:0019218	1.0	0	3
GO:0005506	0.9994643997388813	2	139
GO:0070761	0.3934631811564106	1	7
GO:0031528	0.9119845358355788	1	34
GO:0031253	1.0	0	14
GO:0032977	0.6575506730915142	1	15
GO:0140597	0.3807202922782393	3	32
GO:0097110	0.9727950843895631	2	77
GO:0017022	0.5433950275908229	2	26
GO:0008092	0.9946100692368359	1	73
GO:0000400	0.35505509587685286	2	18
GO:0000217	1.0	0	6
GO:0007339	0.004857323873378744	6	24
GO:0044389	0.5433950275908229	2	26
GO:0098698	0.24850146150336413	1	4
GO:0099084	1.0	0	3
GO:0036016	0.34854795329137683	1	6
GO:0071345	0.6922395008635877	3	51
GO:0006386	0.7031651933270016	1	17
GO:0006353	0.43528378435773646	1	8
GO:0018027	0.3003092864980996	1	5
GO:0000082	0.2062935082573452	7	70
GO:0044843	0.24850146150336413	1	4
GO:0044770	0.34854795329137683	1	6
GO:0044772	1.0	0	7
GO:1904780	0.19286060605380606	1	3
GO:0001756	0.27699971708303567	2	15
GO:0009952	0.8063019602783947	2	43
GO:2000677	0.24850146150336413	1	4
GO:0098984	0.47422283438659296	1	9
GO:0045202	0.9998278783439075	27	702
GO:0070935	0.8067002661134604	1	23
GO:0048255	0.39224258141657203	4	46
GO:1902373	0.3003092864980996	1	5
GO:0043489	0.059115952531713624	2	6
GO:0043197	0.985146435618073	5	156
GO:0098794	0.99575054462576	7	225
GO:0044309	0.43528378435773646	1	8
GO:0043005	0.9999389639976128	6	284
GO:0001915	0.34854795329137683	1	6
GO:0050777	1.0	0	14
GO:0005801	0.994209498046531	1	72
GO:0060379	0.47422283438659296	1	9
GO:0010002	1.0	0	3
GO:0048863	0.21916118597741044	4	35
GO:0022625	0.9842091081050688	1	58
GO:0015934	1.0	0	15
GO:0051894	0.8324579989766606	1	25
GO:0051893	0.8741396251113995	1	29
GO:0001952	1.0	0	10
GO:0001954	0.5641278200212558	2	27
GO:0010811	0.0448404525960376	4	20
GO:0048599	0.12377138412688521	2	9
GO:0007281	0.8200390438214065	1	24
GO:0035580	0.9335445617198418	2	62
GO:0034774	0.9977736125376924	2	117
GO:0060205	1.0	0	4
GO:0060174	0.3934631811564106	1	7
GO:0070628	0.7236422578828927	1	18
GO:0060292	0.5756674533753028	1	12
